id,account,account_screenname,account_location,account_followers,account_following,account_age_days,account_description,is_retweet,original_author,tweeted_on,count_retweeted,count_favorited,hashtags,tweet_text
1297936455986290693,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-24 16:39:00,23706,108625,,"Yesterday, Jacob Blake was shot seven times in the back by police. His kids watched from the car. Today, we woke to grieve yet again.

We need a full and transparent investigation. https://t.co/9X7l25nq8d"
1297694360545484801,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-24 00:37:00,41047,219258,,President Obama and I established a White House office to prepare our nation for future pandemics. Donald Trump eliminated it — and we've been paying the price every single day.
1297667433239470081,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-23 22:50:00,17660,108713,,"As president, the first step I will take will be to get control of the virus that's ruined so many lives.
 
Because I understand something this president doesn't. 
 
We will never get our economy back on track until we deal with this virus."
1297633459343708164,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-23 20:35:00,4016,17861,,".@DrBiden and I are keeping everyone in the path of storms Laura and Marco in our prayers. Please take steps to prepare, heed the warnings of local authorities, and stay safe. https://t.co/nXl5j4iewe"
1297617101666971648,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-23 19:30:00,11601,63933,,"America is at an inflection point. 

We can choose the path of becoming angrier, less hopeful, and more divided.

Or we can choose a different path, and together, take this chance to heal, to be reborn, to unite. A path of hope and light."
1297595030002180099,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-23 18:02:17,9425,40821,,"31 years after they joined hands to demand freedom from Soviet oppression, citizens of the Baltic states formed a human chain in solidarity with Belarusians fighting to throw off the chains of dictatorship.

We stand with the people of Belarus as we stood with the Baltic nations. https://t.co/i1wVnU0wkZ"
1297570544867475458,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-23 16:25:00,26181,218676,,"I give you my word: If you entrust me with the presidency, I will draw on the best of us, not the worst. I will be an ally of the light, not of the darkness."
1297546385760419841,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-23 14:49:00,5095,27781,,"In times as challenging as these, I believe there is only one way forward: As a united America. https://t.co/ZRssx1GB2o"
1297318886573047813,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 23:45:00,15054,100071,,"If I'm elected, I promise I'll work as hard for those who didn't support me as I will for those who did. https://t.co/s4WIuSfLRL"
1297288687630389250,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 21:45:00,6700,36335,,We can be the generation that finally wipes out the stain of racism from our national character. I believe the American people are up to it. https://t.co/h4qNoQPmDp
1297258488561836036,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 19:45:00,44080,270465,,"Love is more powerful than hate. 

Hope is more powerful than fear. 

Light is more powerful than darkness.  

This is our moment. This is our mission."
1297228289497415683,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 17:45:00,4591,24654,,It will be the work of the next president to restore the promise of America — for everyone. That’s my commitment to you. https://t.co/UTclDfd8Jm
1297206657576046595,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 16:19:02,3644,24282,,"America is a nation of immigrants. Each new generation that comes to our country makes us stronger. That became even truer yesterday when @luisanaperezf, part of our campaign team in Florida, became a U.S. citizen.

Thanks for choosing us, Luisana. https://t.co/K842eGj5tK"
1297190540941950976,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 15:15:00,8232,44348,,We can’t take four more years of Donald Trump. https://t.co/qGIng24mli
1297177957966811136,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 14:25:00,19821,151148,,"To everyone celebrating the Hindu festival of Ganesh Chaturthi in the U.S., India, and around the world, may you overcome all obstacles, be blessed with wisdom, and find a path toward new beginnings."
1296969081745154049,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-22 00:35:00,10035,75606,,"I have always believed you can define America in one word: Possibilities. 
 
In America, everyone should be given the opportunity to go as far as their dreams and God-given ability will take them."
1296960021947916290,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 23:59:00,4336,22635,,"Together, we can and will rebuild our economy. And when we do, we'll not only build it back — we'll build it back better. https://t.co/ieky2t09KE"
1296949200567992321,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 23:16:00,6707,33832,,Donald Trump has failed to protect the American people — and that is unforgivable. https://t.co/cyYCdmeX6T
1296944670765809665,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 22:58:00,5156,26524,,.@DrBiden and I are keeping all those affected by the wildfires in California in our prayers. Please heed the warnings from local officials and stay safe. https://t.co/F9QaGQIbcV
1296934352710901760,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 22:17:00,29131,214527,,"Brayden — When I was growing up, my mom always told me that bravery resides in every heart and that someday it will be summoned. Well, you summoned yours last night and showed the whole world that your stutter doesn't define you. I couldn't be prouder. https://t.co/61eAOjraHq"
1296924538077233152,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 21:38:00,2089,9920,,"Folks, it's been a big week. To celebrate, and to help elect Democrats up-and-down the ballot, @KamalaHarris, @DrBiden, @DouglasEmhoff and I are hosting a grassroots fundraiser.

We'd love to see you there. Chip in to join us: https://t.co/j21aLLRH7H https://t.co/caN5dsqBeg"
1296858855331127298,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 17:17:00,9169,44641,,"I give you my word: if you entrust me with the presidency, I will draw on the best of us instead of the worst. I will be an ally of the light instead of the darkness, and we will once again be united in our love for America and for each other.

Join us: https://t.co/gnaFCAUzju https://t.co/OBaF3qRu24"
1296828908210286592,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 15:18:00,10854,45197,,"Donald Trump continues to cozy up to Russia while Putin persecutes civil society and journalists. 

Now, opposition leader Alexei Navalny is in a coma after being poisoned. It's unacceptable. 

Unlike Trump, I'll defend our democratic values and stand up to autocrats like Putin. https://t.co/OLjoGDaG4f"
1296662561740353536,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 04:17:00,2853,16871,,"You placed your faith in our campaign and I can’t thank you enough. I’m grateful for your support and honored to be the Democratic nominee.

With 75 days left, we’ve got to get to work. Chip in to help us win: https://t.co/Kkref2smgA"
1296660462533251073,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 04:08:39,11856,62052,,"May history be able to say that the end of this chapter of American darkness began here, tonight as love and hope and light joined the battle for the soul of the nation. https://t.co/Pdk8c75ATr"
1296656158745296896,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 03:51:33,6774,37379,,"Character is on the ballot. Compassion is on the ballot. Decency, science, democracy.

They are all on the ballot. https://t.co/eRVvX6eD2M"
1296655395428208642,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 03:48:31,4948,30836,,"This campaign isn't just about winning votes. 

It's about winning the heart, and yes, the soul of America. https://t.co/0wpuAEUzum"
1296652865574965248,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 03:38:28,19195,122270,,"Our president has failed in his most basic duty to this nation. 

He failed to protect us.
He failed to protect America.
And that is unforgivable."
1296652312820285446,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 03:36:16,20234,159728,,"Who we are as a nation, what we stand for, and who we want to be — that's on the ballot this November."
1296647615447207939,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 03:17:36,45353,502055,,It is with great honor and humility that I accept this nomination for President of the United States of America.
1296640164274548737,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 02:48:00,8645,85486,DemConvention,I love you girls so much. I couldn’t be prouder to be your Pop. #DemConvention https://t.co/SyIBZuP8mW
1296638402788339712,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 02:41:00,7896,54661,DemConvention,".@StephenCurry30 and @ayeshacurry: Thank you for your support. When I’m president, you and your family are welcome at the White House any time.

And, Riley and Ryan, the Vice President will be @KamalaHarris. I think you’ll really like her. #DemConvention https://t.co/0sueYneJF4"
1296632614636253184,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 02:18:00,9393,66813,DemConvention,"Beau is with me every single day. If he was here tonight, he would remind me ‘just be who you are.’ I’m a better person because of him. #DemConvention https://t.co/MMP6gCDeJS"
1296621289935781889,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 01:33:00,7447,38518,DemConvention,"John Lewis was a dear friend. He was the best of who we are and what we can become. And he held onto the promise of this country until his final breath. We miss you, John. #DemConvention https://t.co/fRAr5Mijst"
1296609450422226944,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 00:45:57,2811,11639,,"We’ve been tested. This is a critical moment. Tonight, we’ll take the next step to restore leadership to this country and the White House.   Watch live: https://t.co/ASV0vXUeQi"
1296609210252304386,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 00:45:00,1124,6162,DemConvention,"I’m inspired to see folks from across the country coming together for the #DemConvention. 

I'm more confident than ever we can beat Donald Trump — but we have to stand together. If you're with us, chip in today: https://t.co/K6ESiCUYp1"
1296605436691456001,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 00:30:00,11726,78418,Muharram,"As our Muslim friends and neighbors mark the start of the Islamic New Year and honor the sacrifice made during the holy month of #Muharram, let us all recommit to standing together in the struggle for compassion, equality, and justice."
1296599144119914499,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-21 00:05:00,2140,12948,,It's the honor of my life to be the Democratic nominee for President of the United States. Tune in at 9 PM ET as I deliver my acceptance speech: https://t.co/xk0GcSpr50 https://t.co/8CyUWC4K6j
1296591594431209472,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 23:35:00,6821,49841,,"I first ran for Senate when I was 29 years old, and I’m as optimistic about our future now as I was then. 

It’s time to set our nation on a new path. One where we finally live up to our highest ideals and everyone has a fair shot to get ahead."
1296583289780801536,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 23:02:00,1647,7963,DemConvention,"Folks, it's the final night of the #DemConvention and @TeamJoe is hosting an after party that you won't want to miss.

Sign up to join us: https://t.co/GfzjO7Rx6J"
1296552589106937856,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 21:00:00,4128,16392,,"The story of this campaign has had its ups and downs, but through its course we’ve brought our party and nation together. Now, it’s time for the final chapter.

Let’s do this. https://t.co/FDEszl2lpD"
1296538746171449344,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 20:05:00,6535,33298,,"From my days as a public defender to my time as Vice President — I’ve dedicated my entire life to serving this country, and I’m not done yet. https://t.co/1Ojc7u7dS0"
1296527421391298560,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 19:20:00,2015,12205,,"Tonight, I'll officially accept the nomination to be President of the United States of America. Before my speech, join us for a Grassroots Fest featuring James Taylor and Doug Emhoff.

Chip in now to reserve your spot: https://t.co/Vxch9xBxz7 https://t.co/xG4JRePFDE"
1296511566888579072,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 18:17:00,2217,11658,,"When I first launched my campaign, I said we're in a battle for the soul of this nation.
 
As I accept the nomination tonight, it's clear what's at stake in the next 75 days.
 
We can and will win. Join us in the fight: https://t.co/vegxIzIAkN"
1296482122832777221,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 16:20:00,27288,191313,,"Donald Trump is not responsible for COVID-19 — but he does bear full responsibility for the failed national response. 

We've got to hold him accountable this November."
1296441102770286592,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 13:37:00,4318,23372,DemConvention,"Last night we made history when we nominated @KamalaHarris to be the next Vice President. 

Watch the highlights from night three of the #DemConvention: https://t.co/YMLN65lVRV"
1296429516307431424,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 12:50:57,7024,35591,,".@BarackObama led our nation back from the brink of economic collapse. He rallied the world to take on the scourge of terror and the threat of climate change.
When he tells you that our democracy is on the line this fall: listen. Vote.

https://t.co/MtT1Nu2GVs"
1296288346545717249,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 03:30:00,2368,13631,,I believe there’s not a single thing we can’t do if we do it together. Chip in to help us build the movement that will beat Donald Trump and put me and @KamalaHarris in the White House. https://t.co/3nXDORqfjB
1296286109652193280,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 03:21:07,22911,224483,,"Kamala Harris will be an incredible Vice President.

Now let’s get to work. We don’t have a minute to waste."
1296276722892124160,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 02:43:49,36876,235761,,“Donald Trump hasn’t grown into the job because he can’t.” https://t.co/TB3o7KE6GI
1296273498164404224,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 02:31:00,15614,117939,,"Hillary: tonight, I’m reminded of one of your favorite sayings — rooted in the faith we both share: “Do all the good you can, for all the people you can, in all the ways you can, for as long as you can.”

Thanks for always living by that, and reminding us to do the same."
1296271988126814208,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 02:25:00,3674,18447,DemConvention,"I authored the Violence Against Women Act, and as president I’ll expand our efforts to end gender-based violence. Thank you, @Mariska, @RuthMGlenn, and Carly Dryden for your courage and advocacy. Together, we’ll get this done. #DemConvention https://t.co/2bjnlz4s1w"
1296271721578795010,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",1,@TeamJoe,2020-08-20 02:23:56,1149,0,, .@ewarren knows that the only way to defeat Donald Trump is to push for bold change – a change that is rooted in people's powe…
1296271651282321410,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",1,@TeamJoe,2020-08-20 02:23:39,1594,0,, V O T E - @HillaryClinton https://t.co/uw026UGsO4
1296271615815307265,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",1,@TeamJoe,2020-08-20 02:23:31,1034,0,," Here's to the rabble-rousers, rule breakers, and the forces of nature who make good trouble. Our country and our world need yo…"
1296258902120517633,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 01:33:00,13910,82088,DemConvention,I’ll just say what @billieeilish said: vote like your life depends on it. #DemConvention https://t.co/5ewebNvQGg
1296257643653165056,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 01:28:00,3442,16192,DemConvention,"When I hear the words “climate change,” I hear another word: “jobs.” We can solve our climate crisis and our economic crisis at the same time. #DemConvention https://t.co/PZQvGM2uTR"
1296255630483894272,Joe Biden,JoeBiden,"Wilmington, DE",8878127,28,4915,"Senator, Vice President, 2020 candidate for President of the United States, husband to @DrBiden, proud father & grandfather. Loves ice cream, aviators & @Amtrak",0,JoeBiden,2020-08-20 01:20:00,6630,36913,DemConvention,I’m doing this for Gabby. I’m doing this for so many families who have lost a loved one to gun violence. We’re going to be on the right side of history. #DemConvention https://t.co/DhTCg1jmbr
