id,account,account_screenname,account_location,account_followers,account_following,account_age_days,account_description,is_retweet,original_author,tweeted_on,count_retweeted,count_favorited,hashtags,tweet_text
1298283960494063616,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 15:39:51,20513,92316,,Beautiful Maine Lobsters will now move tariff-free to Europe! For first time in many years. GREAT new deal by USTR levels playing field with Canada. Millions of $’s more in EXPORTS...
1298256297431666688,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 13:49:56,26947,94763,,For our Country to be sending 80 million UNSOLICITED BALLOTS is very unfair and a roadmap to disaster. Even recent small and easier to control elections which did this are a catastrophic disaster. Fraudulent &amp; missing Ballots like never seen before. 20% and 30% off. STOP!
1298236091313651715,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 12:29:38,31602,198065,,"Very appreciative that @CNN covered the vast majority of the Republican Convention last night. That was really good for CNN, while at the same time being good for our Country. Thank you!"
1298117373464137728,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 04:37:54,23281,73777,,https://t.co/Z7SP1ymBfT
1298107334590439425,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 03:58:00,17579,64450,RNC2020,THANK YOU #RNC2020! https://t.co/SQXxesAU0i
1298097044582785024,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 03:17:07,17647,69262,,https://t.co/BUfd3JWxy4
1298092704514146304,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:59:52,13161,49228,,https://t.co/S4kFAhEHNK
1298092514096840704,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:59:07,11154,43806,,https://t.co/2XDp0RcYzX
1298092357527666689,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:58:30,11650,43462,,https://t.co/HvRzCET0tr
1298092295674310658,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:58:15,11212,49438,,https://t.co/OmUWeEQ48t
1298092131723214848,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:57:36,9002,35725,,https://t.co/M5mul4NS0p
1298091807260184581,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:56:18,4954,20497,,https://t.co/Pk88jLvXET
1298091672509833216,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:55:46,5183,22639,,https://t.co/tnxXjWJhwX
1298091550162006016,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:55:17,8900,39254,,https://t.co/Gpr5nJ4Zb1
1298087075217051648,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:37:30,24542,80095,,https://t.co/U8UAr8Plii
1298083085452550146,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:21:39,12313,35355,,https://t.co/GF0hyIwzLE
1298082910554279936,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:20:57,7272,25828,,https://t.co/JMCB3Je7YO
1298080357514911744,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:10:49,12101,41882,,https://t.co/rWbcc6wUts
1298080333397622784,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:10:43,8686,32278,,https://t.co/jpOmhK22uE
1298079317105287169,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:06:41,12424,39097,,https://t.co/K79FEahRO8
1298079274860269569,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:06:30,16742,67477,,https://t.co/BfJAU9H0la
1298079128567123970,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:05:56,9982,37072,,Thank you to @CardinalDolan for this evenings opening prayer. https://t.co/3d5oGqd4Pu
1298078198719184896,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:02:14,8420,30557,,https://t.co/pxLUeoDnhF
1298078132881297410,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:01:58,17783,61513,,https://t.co/FvCm2hKKyR
1298077974001000450,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:01:20,7355,27240,,https://t.co/ItWBbZHmGE
1298077951389511682,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:01:15,7771,29622,,https://t.co/3WWzxAozXa
1298077728885870593,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:00:22,7227,28018,,https://t.co/xxvIrqObDs
1298077691678208000,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 02:00:13,7961,29902,,https://t.co/AbJZ5wTW4M
1298077601676787712,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:59:52,7316,26592,,https://t.co/J5WIi0XsGw
1298077572685803521,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:59:45,9162,32926,,https://t.co/B9FHRkXFHD
1298076944370741249,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:57:15,20037,70938,,https://t.co/FCGjBh1250
1298076918978433024,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:57:09,9534,34337,,https://t.co/IqmVjVU1Y8
1298076248409866241,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:54:29,14226,49683,,https://t.co/JSAiBo51Bp
1298076228491059201,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:54:24,12957,43997,,https://t.co/PTWleSlxNj
1298076186346762242,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:54:14,11561,42437,,https://t.co/hgq8ZYziNY
1298071710038659072,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:36:27,43003,147581,,https://t.co/bGcE13S16L
1298071627654103043,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:36:07,13136,42486,,https://t.co/mBO9EtPCoB
1298070740630220800,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:32:36,11869,37033,,https://t.co/uU2sYKLzsD
1298070268552912896,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 01:30:43,25430,81770,,"PROMISES MADE, PROMISES KEPT! 
https://t.co/Z7SP1ymBfT"
1298057243271860225,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-25 00:38:58,26124,79630,,https://t.co/IlraHnAZqI
1298055172975976453,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@TeamTrump,2020-08-25 00:30:44,9547,0,RNC2020, WATCH: Republican National Convention - Night 1: Land of Promise #RNC2020 https://t.co/wPqCV6wfb6
1298029780437270530,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 22:49:50,46444,228944,,"Joe Biden has said he would lock down the Country again. That’s crazy! We’re having record job growth and a booming stock market, but Joe would end it all and close it all down. Ridiculous!"
1298027987384840192,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 22:42:43,28175,58022,,"Exclusive: Eyewitness Says as Many as 20,000 Unverified Absentee Ballots Counted in Detroit Primary https://t.co/za6Yr37RUu via @BreitbartNews"
1298001275464843266,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@realDonaldTrump,2020-08-24 20:56:34,52091,0,," Please watch highly respected Dr. Harvey Risch of Yale, on Hydroxychloroquine. https://t.co/WxaeZIp74l"
1298000253992525824,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@WhiteHouse,2020-08-24 20:52:30,7982,0,, LIVE: POTUS delivers remarks on Farmers to Families Food Box Program https://t.co/PPdoQwC3K5
1297965457404723202,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 18:34:14,30453,122384,,GOD BLESS THE USA! https://t.co/353UXMHgKM
1297964516291084289,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 18:30:30,12491,38461,,https://t.co/mRnhy66jwZ
1297952472254877701,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@TeamTrump,2020-08-24 17:42:38,13404,0,," President @realDonaldTrump: ""Our country will NEVER be a socialist country!"" https://t.co/Fe7gTedWss"
1297952423231795200,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@TeamTrump,2020-08-24 17:42:27,7065,0,, President @realDonaldTrump: There’s no enthusiasm for Joe Biden https://t.co/LkQb5uTCdL
1297952405603192838,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@TeamTrump,2020-08-24 17:42:22,6858,0,, President @realDonaldTrump on disastrous Universal Mail-In Ballots https://t.co/u6wlTRQpXk
1297952350414557185,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@TeamTrump,2020-08-24 17:42:09,10813,0,RNC2020," President @realDonaldTrump: We will not be taking ""God"" out of the Pledge of Allegiance like the Democrats did

#RNC2020 htt…"
1297952295699783681,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@TeamTrump,2020-08-24 17:41:56,8321,0,RNC2020," Congratulations to President @realDonaldTrump and Vice President @Mike_Pence!

#RNC2020 https://t.co/tINOv1r5T6"
1297922993021042688,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 15:45:30,31167,114951,,All the Radical Left Democrats are trying to do with the Post Office hearings is blame the Republicans for the FRAUD that will occur because of the 51 Million Ballots that are being sent to people who have not even requested them. They are setting the table for a BIG MESS!
1297918034045100032,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 15:25:48,29350,116298,,"Incredible that @CNN &amp; MSDNC aren’t covering the Roll Call of States. Fake News! This is what the Republican Party is up against. Also, I’d like to hear the remarks of the Delegates from individual States, rather than @FoxNews anchors. Ridiculous!"
1297851854420946948,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@realDonaldTrump,2020-08-24 11:02:49,35426,0,, The greatest Election Fraud in our history is about to happen. This may top the Democrats illegally spying on my campa…
1297754019486740480,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 04:34:04,18209,64125,,https://t.co/UHb2XdjYV7
1297715410184396801,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 02:00:38,17560,45168,,Continued... https://t.co/HNNyF3B5NM
1297715098795094017,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 01:59:24,52091,121344,,"Please watch highly respected Dr. Harvey Risch of Yale, on Hydroxychloroquine. https://t.co/WxaeZIp74l"
1297706044236472320,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 01:23:25,35426,94102,,The greatest Election Fraud in our history is about to happen. This may top the Democrats illegally spying on my campaign! https://t.co/ePfNVJiHw7
1297704831801597959,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@GOPLeader,2020-08-24 01:18:36,17544,0,," Democrats want to Defund, Destroy, and Dismantle our country. 

Republicans want to Renew, Restore, and Rebuild America. We'…"
1297704765263052800,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@SteveHiltonx,2020-08-24 01:18:20,7055,0,," “Manufacturing provides well-paying, stable employment...tends to deliver faster productivity growth...government should…"
1297685653564674053,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-24 00:02:24,16630,104044,,"Watch Mark Levin, on air now. Great! @FoxNews"
1297673134234128384,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@SteveHiltonx,2020-08-23 23:12:39,7422,0,, 🚨🚨 ALSO: first details of Republican policy platform EXCLUSIVE tonight Trump 2nd Term Agenda 9pm don't miss it!
1297648011565240321,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@WhiteHouse,2020-08-23 21:32:49,10398,0,, LIVE: President @realDonaldTrump holds a news conference https://t.co/BvYoN0T57c
1297605856712970246,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 18:45:19,30300,176953,,"Actually, I think I’m leading in the Polls!  @FoxNews @OANN"
1297604008832573444,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 18:37:58,30203,124708,,"Chris Wallace “forgot” to ask a very weak and pathetic Schumer puppet, Senator Chrisie Coons, why Biden fought me when I put an extremely early BAN on people coming into our Country from heavily infected China. Biden later admitted I was right! But why no question?"
1297601762384371719,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 18:29:03,19517,75226,,"“Next we’ll turn to people of the Biden inner circle”, said by Chris Wallace of @FoxNews after unsuccessfully GRILLING Mark Meadows. Then all softball questions to a group of Biden lightweights, including Senator Chris Coons of Delaware."
1297587881607864326,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 17:33:53,36225,180908,,Important White House News Conference at 5:30 (sharp) today. Very good news!
1297531229546455046,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 13:48:46,32279,127975,,"Happy Sunday! We want GOD! 
https://t.co/RsBkSEmJEi"
1297521970813317121,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 13:11:59,43958,170077,,"Two Democrat Caucus Meetings removed “UNDER GOD” from the Pledge of Allegiance. It sounded not only strange, but terrible. That’s where they’re coming from!"
1297507346705522689,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 12:13:52,31249,124651,,"These riots are an antigovernment movement from the Left that are all in Democrat run cities. The mayors have got to let their police do what they know how to do. Would be very easy to suppress or, call in the Federal Government. We will solve problem fast! @foxandfriends"
1297495295266357248,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 11:25:59,0,0,,"So now the Democrats are using Mail Drop Boxes, which are a voter security disaster. Among other things, they make it possible for a person to vote multiple times. Also, who controls them, are they placed in Republican or Democrat areas? They are not Covid sanitized. A big fraud!"
1297344504111017989,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 01:26:47,48559,129175,,"Now they’re trying to deny this, but they can’t! https://t.co/vNW3I3pPNK"
1297331615564259328,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 00:35:35,14032,53426,,".@LouDobbs wrote a great new book, “The Trump Century, How Our President Changed the Course of History Forever”. Strongly recommended...A special guy! https://t.co/ytLH14Thkr"
1297329827859632130,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-23 00:28:28,44918,162442,,"A “Favored Nations Clause” against Big Pharma, which I signed last week, means that the USA gets a price on Prescription Drugs that matches the price of the Country that pays the lowest price anywhere in the World. 50%, 60%, maybe 70% reduction. No other President would do this!"
1297305569758511105,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 22:52:05,15433,72248,,Will be interviewed by @SteveHiltonx on @FoxNews. 9:00 P.M. Sunday Night. Enjoy!
1297296779520745476,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 22:17:09,39287,182602,,"Despite biggest ever job gains and a V shaped recovery, Joe Biden said, “I would shut it down”, referring to our Country. He has no clue!"
1297294768725204993,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@MrMichaelBurkes,2020-08-22 22:09:10,19528,0,, The Trumps are the greatest thing to ever happen to America!
1297294362469191681,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 22:07:33,17394,61828,,Terrible! https://t.co/pzCR7ctciz
1297293915406643204,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@jsolomonReports,2020-08-22 22:05:46,9938,0,," First lady Melanie Trump unveils restoration of Rose Garden, where she’ll give GOP convention speech Tuesday | Just Th…"
1297293860754817024,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 22:05:33,19111,55244,,We did Criminal Justice Reform without many politically motivated Democrats. The Black &amp; Hispanic community will remember this on November 3rd. https://t.co/kGHQdIfObo
1297291230662057984,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@FLOTUS,2020-08-22 21:55:06,25339,0,, Excited to honor history &amp; celebrate the future in our beautiful @WhiteHouse Rose Garden this evening. Thank you to all who hel…
1297275241203458048,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 20:51:34,20397,71978,,....that they are trying to pull off in violation of everything that our Country stands for. Vote NO to the Pelosi/ Schumer money wasting HOAX which is taking place now. Then fight the $51 million unasked for Ballots. Only ABSENTEE BALLOTS are acceptable!
1297275235432005632,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 20:51:32,34259,110690,,"Representatives of the Post Office have repeatedly stated that they DO NOT NEED MONEY, and will not make changes. This is all another HOAX by the Democrats to give 25 Billion unneeded dollars for political purposes,  without talking about the Universal Mail-In Ballot Scam...."
1297242249999405060,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@NextRevFNC,2020-08-22 18:40:28,9659,0,," WATCH: President @realDonaldTrump previews the upcoming RNC as ""uplifting and positive"" - catch his full conversation with…"
1297152619526393856,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 12:44:19,31209,127386,,In New Jersey they want you to certify that you asked for the Universal Mail-In Ballot that they sent you. But you never asked for it. Disaster in the wings!
1297148038385991680,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 12:26:06,34060,101532,,Many doctors and studies disagree with this! https://t.co/fpLVJZMvHS
1297140784806887427,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,1,@CGH54,2020-08-22 11:57:17,6804,0,"Brennan,inaccurate,incompetent"," Trey Gowdy: #Brennan was either #inaccurate or #incompetent!"" | Opinion - Conservative | Before It's News https://t.co/FlhieRKfjD"
1297138862108663808,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 11:49:39,30470,102227,,"The deep state, or whoever, over at the FDA is making it very difficult for drug companies to get people in order to test the vaccines and therapeutics. Obviously, they are hoping to delay the answer until after November 3rd. Must focus on speed, and saving lives! @SteveFDA"
1297138033918173184,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 11:46:21,26461,103256,,"Why would Suburban Women vote for Biden and the Democrats when Democrat run cities are now rampant with crime (and they aren’t asking the Federal Government for help) which could easily spread to the suburbs, and they will reconstitute, on steroids, their low income suburbs plan!"
1297135664069214208,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 11:36:56,24945,103910,,"Biden and the Democrats have greatly disrespected the Great State of Wisconsin by not even paying a small visit to Milwaukee, the designated site of the DNC. The State &amp; City worked very hard to make sure things would be good. Not nice. Vote Trump Wisconsin!"
1297132096448864258,Donald J. Trump,realDonaldTrump,"Washington, DC",85576746,50,4178,45th President of the United States of America🇺🇸,0,realDonaldTrump,2020-08-22 11:22:45,70377,233354,,"The Democrats took the word GOD out of the Pledge of Allegiance at the Democrat National Convention. At first I thought they made a mistake, but it wasn’t. It was done on purpose. Remember Evangelical Christians, and ALL, this is where they are coming from-it’s done. Vote Nov 3!"
